match_days,match_href,match_title,match_result,match_ground,match_location
1999-10-14 | 1999-10-17,https://www.cricbuzz.com/cricket-scores/5895/vs-only-test-australia-in-zimbabwe-1999,"ZIMBABWE vs AUSTRALIA, Only Test",Australia won by 10 wickets,Harare Sports Club,Harare
1999-10-13,https://www.cricbuzz.com/cricket-scores/5679/vs-1st-match-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"SRI LANKA vs WINDIES, 1st Match",West Indies won by 3 wickets (with 4 balls remaining),Sharjah Cricket Association Stadium,Sharjah
1999-10-13,https://www.cricbuzz.com/cricket-scores/5679/vs-1st-match-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"SRI LANKA vs WINDIES, 1st Match",West Indies won by 3 wickets (with 4 balls remaining),Sharjah Cricket Association Stadium,Sharjah
1999-10-14,https://www.cricbuzz.com/cricket-scores/5680/vs-2nd-match-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"PAKISTAN vs WINDIES, 2nd Match",Pakistan won by 130 runs,Sharjah Cricket Association Stadium,Sharjah
1999-10-15,https://www.cricbuzz.com/cricket-scores/5681/vs-3rd-match-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"PAKISTAN vs SRI LANKA, 3rd Match",Match tied,Sharjah Cricket Association Stadium,Sharjah
1999-10-17,https://www.cricbuzz.com/cricket-scores/5682/vs-4th-match-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"SRI LANKA vs WINDIES, 4th Match",Sri Lanka won by 9 wickets (with 132 balls remaining),Sharjah Cricket Association Stadium,Sharjah
1999-10-18,https://www.cricbuzz.com/cricket-scores/5683/vs-5th-match-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"PAKISTAN vs SRI LANKA, 5th Match",Pakistan won by 118 runs,Sharjah Cricket Association Stadium,Sharjah
1999-10-19,https://www.cricbuzz.com/cricket-scores/5684/vs-6th-match-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"PAKISTAN vs WINDIES, 6th Match",Pakistan won by 138 runs,Sharjah Cricket Association Stadium,Sharjah
1999-10-22,https://www.cricbuzz.com/cricket-scores/5685/vs-final-pakistan-sri-lanka-west-indies-in-united-arab-emirates-1999,"PAKISTAN vs SRI LANKA, Final",Pakistan won by 88 runs,Sharjah Cricket Association Stadium,Sharjah
1999-10-10 | 1999-10-14,https://www.cricbuzz.com/cricket-scores/5896/vs-1st-test-new-zealand-in-india-test-series-1999,"INDIA vs NEW ZEALAND, 1st Test",Match drawn,Punjab Cricket Association IS Bindra Stadium,Mohali
1999-10-10 | 1999-10-14,https://www.cricbuzz.com/cricket-scores/5896/vs-1st-test-new-zealand-in-india-test-series-1999,"INDIA vs NEW ZEALAND, 1st Test",Match drawn,Punjab Cricket Association IS Bindra Stadium,Mohali
1999-10-22 | 1999-10-25,https://www.cricbuzz.com/cricket-scores/5897/vs-2nd-test-new-zealand-in-india-test-series-1999,"INDIA vs NEW ZEALAND, 2nd Test",India won by 8 wickets,Green Park,Kanpur
1999-10-29 | 1999-11-02,https://www.cricbuzz.com/cricket-scores/5898/vs-3rd-test-new-zealand-in-india-test-series-1999,"INDIA vs NEW ZEALAND, 3rd Test",Match drawn,Sardar Patel Stadium,Ahmedabad
1999-10-08,https://www.cricbuzz.com/cricket-scores/5677/vs-1st-odi-west-indies-in-bangladesh-odi-series-1999,"BANGLADESH vs WINDIES, 1st ODI",West Indies won by 73 runs,Bangabandhu National Stadium,Dhaka
1999-10-08,https://www.cricbuzz.com/cricket-scores/5677/vs-1st-odi-west-indies-in-bangladesh-odi-series-1999,"BANGLADESH vs WINDIES, 1st ODI",West Indies won by 73 runs,Bangabandhu National Stadium,Dhaka
1999-10-09,https://www.cricbuzz.com/cricket-scores/5678/vs-2nd-odi-west-indies-in-bangladesh-odi-series-1999,"BANGLADESH vs WINDIES, 2nd ODI",West Indies won by 109 runs,Bangabandhu National Stadium,Dhaka
1999-09-25,https://www.cricbuzz.com/cricket-scores/5670/vs-1st-match-india-kenya-south-africa-zimbabwe-in-kenya-1999,"KENYA vs ZIMBABWE, 1st Match",Zimbabwe won by 3 wickets (with 4 balls remaining),Gymkhana Club Ground,Nairobi
1999-09-25,https://www.cricbuzz.com/cricket-scores/5670/vs-1st-match-india-kenya-south-africa-zimbabwe-in-kenya-1999,"KENYA vs ZIMBABWE, 1st Match",Zimbabwe won by 3 wickets (with 4 balls remaining),Gymkhana Club Ground,Nairobi
1999-09-26,https://www.cricbuzz.com/cricket-scores/5671/vs-2nd-match-india-kenya-south-africa-zimbabwe-in-kenya-1999,"INDIA vs SOUTH AFRICA, 2nd Match",India won by 8 wickets (with 164 balls remaining),Gymkhana Club Ground,Nairobi
1999-09-28,https://www.cricbuzz.com/cricket-scores/5672/vs-3rd-match-india-kenya-south-africa-zimbabwe-in-kenya-1999,"SOUTH AFRICA vs ZIMBABWE, 3rd Match",South Africa won by 9 wickets (with 90 balls remaining),Gymkhana Club Ground,Nairobi
1999-09-29,https://www.cricbuzz.com/cricket-scores/5673/vs-4th-match-india-kenya-south-africa-zimbabwe-in-kenya-1999,"KENYA vs INDIA, 4th Match",India won by 58 runs,Gymkhana Club Ground,Nairobi
1999-09-30,https://www.cricbuzz.com/cricket-scores/5674/vs-5th-match-india-kenya-south-africa-zimbabwe-in-kenya-1999,"KENYA vs SOUTH AFRICA, 5th Match",South Africa won by 24 runs,Gymkhana Club Ground,Nairobi
1999-10-01,https://www.cricbuzz.com/cricket-scores/5675/vs-6th-match-india-kenya-south-africa-zimbabwe-in-kenya-1999,"INDIA vs ZIMBABWE, 6th Match",India won by 107 runs,Gymkhana Club Ground,Nairobi
1999-10-03,https://www.cricbuzz.com/cricket-scores/5676/vs-final-india-kenya-south-africa-zimbabwe-in-kenya-1999,"INDIA vs SOUTH AFRICA, Final",South Africa won by 26 runs,Gymkhana Club Ground,Nairobi
1999-09-16,https://www.cricbuzz.com/cricket-scores/5667/vs-1st-odi-pakistan-west-indies-in-canada-1999,"PAKISTAN vs WINDIES, 1st ODI",Pakistan won by 15 runs,Toronto CSCC,Toronto
1999-09-16,https://www.cricbuzz.com/cricket-scores/5667/vs-1st-odi-pakistan-west-indies-in-canada-1999,"PAKISTAN vs WINDIES, 1st ODI",Pakistan won by 15 runs,Toronto CSCC,Toronto
1999-09-18,https://www.cricbuzz.com/cricket-scores/5668/vs-2nd-odi-pakistan-west-indies-in-canada-1999,"PAKISTAN vs WINDIES, 2nd ODI",Pakistan won by 42 runs,Toronto CSCC,Toronto
1999-09-19,https://www.cricbuzz.com/cricket-scores/5669/vs-3rd-odi-pakistan-west-indies-in-canada-1999,"PAKISTAN vs WINDIES, 3rd ODI",Pakistan won by 7 wickets (with 62 balls remaining),Toronto CSCC,Toronto
1999-09-11,https://www.cricbuzz.com/cricket-scores/5664/vs-1st-odi-india-west-indies-in-canada-1999,"INDIA vs WINDIES, 1st ODI",India won by 8 wickets (with 75 balls remaining),Toronto CSCC,Toronto
1999-09-11,https://www.cricbuzz.com/cricket-scores/5664/vs-1st-odi-india-west-indies-in-canada-1999,"INDIA vs WINDIES, 1st ODI",India won by 8 wickets (with 75 balls remaining),Toronto CSCC,Toronto
1999-09-12,https://www.cricbuzz.com/cricket-scores/5665/vs-2nd-odi-india-west-indies-in-canada-1999,"INDIA vs WINDIES, 2nd ODI",West Indies won by 70 runs,Toronto CSCC,Toronto
1999-09-14,https://www.cricbuzz.com/cricket-scores/5666/vs-3rd-odi-india-west-indies-in-canada-1999,"INDIA vs WINDIES, 3rd ODI",India won by 88 runs,Toronto CSCC,Toronto
1999-09-09 | 1999-09-11,https://www.cricbuzz.com/cricket-scores/5892/vs-1st-test-australia-in-sri-lanka-test-series-1999,"SRI LANKA vs AUSTRALIA, 1st Test",Sri Lanka won by 6 wickets,Asgiriya Stadium,Kandy
1999-09-09 | 1999-09-11,https://www.cricbuzz.com/cricket-scores/5892/vs-1st-test-australia-in-sri-lanka-test-series-1999,"SRI LANKA vs AUSTRALIA, 1st Test",Sri Lanka won by 6 wickets,Asgiriya Stadium,Kandy
1999-09-22 | 1999-09-26,https://www.cricbuzz.com/cricket-scores/5893/vs-2nd-test-australia-in-sri-lanka-test-series-1999,"SRI LANKA vs AUSTRALIA, 2nd Test",Match drawn,Galle International Stadium,Galle
1999-09-30 | 1999-10-04,https://www.cricbuzz.com/cricket-scores/5894/vs-3rd-test-australia-in-sri-lanka-test-series-1999,"SRI LANKA vs AUSTRALIA, 3rd Test",Match drawn,Sinhalese Sports Club,Colombo
1999-09-02,https://www.cricbuzz.com/cricket-scores/5659/vs-1st-match-india-west-indies-zimbabwe-in-singapore-1999,"WINDIES vs ZIMBABWE, 1st Match",West Indies won by 6 wickets (with 38 balls remaining),Kallang Ground,Singapore
1999-09-02,https://www.cricbuzz.com/cricket-scores/5659/vs-1st-match-india-west-indies-zimbabwe-in-singapore-1999,"WINDIES vs ZIMBABWE, 1st Match",West Indies won by 6 wickets (with 38 balls remaining),Kallang Ground,Singapore
1999-09-04,https://www.cricbuzz.com/cricket-scores/5660/vs-2nd-match-india-west-indies-zimbabwe-in-singapore-1999,"INDIA vs ZIMBABWE, 2nd Match",India won by 115 runs,Kallang Ground,Singapore
1999-09-05,https://www.cricbuzz.com/cricket-scores/5661/vs-3rd-match-india-west-indies-zimbabwe-in-singapore-1999,"INDIA vs WINDIES, 3rd Match",West Indies won by 42 runs,Kallang Ground,Singapore
1999-09-07,https://www.cricbuzz.com/cricket-scores/5662/vs-final-india-west-indies-zimbabwe-in-singapore-1999,"INDIA vs WINDIES, Final",No result,Kallang Ground,Singapore
1999-09-08,https://www.cricbuzz.com/cricket-scores/5663/vs-final-india-west-indies-zimbabwe-in-singapore-1999,"INDIA vs WINDIES, Final",West Indies won by 4 wickets (with 14 balls remaining),Kallang Ground,Singapore
1999-08-22,https://www.cricbuzz.com/cricket-scores/5652/vs-1st-match-australia-india-sri-lanka-in-sri-lanka-1999,"SRI LANKA vs AUSTRALIA, 1st Match",Australia won by 50 runs (D/L method),Galle International Stadium,Galle
1999-08-22,https://www.cricbuzz.com/cricket-scores/5652/vs-1st-match-australia-india-sri-lanka-in-sri-lanka-1999,"SRI LANKA vs AUSTRALIA, 1st Match",Australia won by 50 runs (D/L method),Galle International Stadium,Galle
1999-08-23,https://www.cricbuzz.com/cricket-scores/5653/vs-2nd-match-australia-india-sri-lanka-in-sri-lanka-1999,"AUSTRALIA vs INDIA, 2nd Match",Australia won by 8 wickets (with 53 balls remaining) (D/L method),Galle International Stadium,Galle
1999-08-25,https://www.cricbuzz.com/cricket-scores/5654/vs-3rd-match-australia-india-sri-lanka-in-sri-lanka-1999,"SRI LANKA vs INDIA, 3rd Match",Sri Lanka won by 7 wickets (with 20 balls remaining),R.Premadasa Stadium,Colombo
1999-08-26,https://www.cricbuzz.com/cricket-scores/5655/vs-4th-match-australia-india-sri-lanka-in-sri-lanka-1999,"SRI LANKA vs AUSTRALIA, 4th Match",Australia won by 27 runs,R.Premadasa Stadium,Colombo
1999-08-28,https://www.cricbuzz.com/cricket-scores/5656/vs-5th-match-australia-india-sri-lanka-in-sri-lanka-1999,"AUSTRALIA vs INDIA, 5th Match",Australia won by 41 runs,Sinhalese Sports Club,Colombo
1999-08-29,https://www.cricbuzz.com/cricket-scores/5657/vs-6th-match-australia-india-sri-lanka-in-sri-lanka-1999,"SRI LANKA vs INDIA, 6th Match",India won by 23 runs (D/L method),Sinhalese Sports Club,Colombo
1999-08-31,https://www.cricbuzz.com/cricket-scores/5658/vs-final-australia-india-sri-lanka-in-sri-lanka-1999,"SRI LANKA vs AUSTRALIA, Final",Sri Lanka won by 8 wickets (with 63 balls remaining),R.Premadasa Stadium,Colombo
1999-07-01 | 1999-07-03,https://www.cricbuzz.com/cricket-scores/5888/vs-1st-test-new-zealand-in-england-test-series-1999,"ENGLAND vs NEW ZEALAND, 1st Test",England won by 7 wickets,Edgbaston,Birmingham
1999-07-01 | 1999-07-03,https://www.cricbuzz.com/cricket-scores/5888/vs-1st-test-new-zealand-in-england-test-series-1999,"ENGLAND vs NEW ZEALAND, 1st Test",England won by 7 wickets,Edgbaston,Birmingham
1999-07-22 | 1999-07-25,https://www.cricbuzz.com/cricket-scores/5889/vs-2nd-test-new-zealand-in-england-test-series-1999,"ENGLAND vs NEW ZEALAND, 2nd Test",New Zealand won by 9 wickets,Lord's,London
1999-08-05 | 1999-08-09,https://www.cricbuzz.com/cricket-scores/5890/vs-3rd-test-new-zealand-in-england-test-series-1999,"ENGLAND vs NEW ZEALAND, 3rd Test",Match drawn,Old Trafford,Manchester
1999-08-19 | 1999-08-22,https://www.cricbuzz.com/cricket-scores/5891/vs-4th-test-new-zealand-in-england-test-series-1999,"ENGLAND vs NEW ZEALAND, 4th Test",New Zealand won by 83 runs,Kennington Oval,London
1999-05-14,https://www.cricbuzz.com/cricket-scores/5611/vs-1st-match-icc-world-cup-1999,"ENGLAND vs SRI LANKA, 1st Match",England won by 8 wickets (with 19 balls remaining),Lord's,London
1999-05-14,https://www.cricbuzz.com/cricket-scores/5611/vs-1st-match-icc-world-cup-1999,"ENGLAND vs SRI LANKA, 1st Match",England won by 8 wickets (with 19 balls remaining),Lord's,London
1999-05-15,https://www.cricbuzz.com/cricket-scores/5610/vs-2nd-match-icc-world-cup-1999,"INDIA vs SOUTH AFRICA, 2nd Match",South Africa won by 4 wickets (with 16 balls remaining),County Ground,Brighton
1999-05-15,https://www.cricbuzz.com/cricket-scores/5614/vs-3rd-match-icc-world-cup-1999,"KENYA vs ZIMBABWE, 3rd Match",Zimbabwe won by 5 wickets (with 54 balls remaining),The Cooper Associates County Ground,Taunton
1999-05-16,https://www.cricbuzz.com/cricket-scores/5612/vs-5th-match-icc-world-cup-1999,"PAKISTAN vs WINDIES, 5th Match",Pakistan won by 27 runs,County Ground,Bristol
1999-05-16,https://www.cricbuzz.com/cricket-scores/5613/vs-4th-match-icc-world-cup-1999,"AUSTRALIA vs SCOTLAND, 4th Match",Australia won by 6 wickets (with 31 balls remaining),New Road,Worcester
1999-05-17,https://www.cricbuzz.com/cricket-scores/5615/vs-6th-match-icc-world-cup-1999,"BANGLADESH vs NEW ZEALAND, 6th Match",New Zealand won by 6 wickets (with 102 balls remaining),County Ground,Chelmsford
1999-05-18,https://www.cricbuzz.com/cricket-scores/5616/vs-7th-match-icc-world-cup-1999,"ENGLAND vs KENYA, 7th Match",England won by 9 wickets (with 66 balls remaining),St Lawrence Ground,Canterbury
1999-05-19,https://www.cricbuzz.com/cricket-scores/5617/vs-8th-match-icc-world-cup-1999,"INDIA vs ZIMBABWE, 8th Match",Zimbabwe won by 3 runs,Grace Road,Leicester
1999-05-19,https://www.cricbuzz.com/cricket-scores/5618/vs-9th-match-icc-world-cup-1999,"SOUTH AFRICA vs SRI LANKA, 9th Match",South Africa won by 89 runs,County Ground,Northampton
1999-05-20,https://www.cricbuzz.com/cricket-scores/5619/vs-10th-match-icc-world-cup-1999,"AUSTRALIA vs NEW ZEALAND, 10th Match",New Zealand won by 5 wickets (with 28 balls remaining),Sophia Gardens,Cardiff
1999-05-20,https://www.cricbuzz.com/cricket-scores/5620/vs-11th-match-icc-world-cup-1999,"PAKISTAN vs SCOTLAND, 11th Match",Pakistan won by 94 runs,Riverside Ground,Chester-le-Street
1999-05-21,https://www.cricbuzz.com/cricket-scores/5621/vs-12th-match-icc-world-cup-1999,"BANGLADESH vs WINDIES, 12th Match",West Indies won by 7 wickets (with 21 balls remaining),Castle Avenue,Dublin
1999-05-22,https://www.cricbuzz.com/cricket-scores/5622/vs-13th-match-icc-world-cup-1999,"ENGLAND vs SOUTH AFRICA, 13th Match",South Africa won by 122 runs,Kennington Oval,London
1999-05-22,https://www.cricbuzz.com/cricket-scores/5623/vs-14th-match-icc-world-cup-1999,"SRI LANKA vs ZIMBABWE, 14th Match",Sri Lanka won by 4 wickets (with 24 balls remaining),New Road,Worcester
1999-05-23,https://www.cricbuzz.com/cricket-scores/5624/vs-15th-match-icc-world-cup-1999,"INDIA vs KENYA, 15th Match",India won by 94 runs,County Ground,Bristol
1999-05-23,https://www.cricbuzz.com/cricket-scores/5625/vs-16th-match-icc-world-cup-1999,"AUSTRALIA vs PAKISTAN, 16th Match",Pakistan won by 10 runs,Headingley,Leeds
1999-05-24,https://www.cricbuzz.com/cricket-scores/5627/vs-18th-match-icc-world-cup-1999,"NEW ZEALAND vs WINDIES, 18th Match",West Indies won by 7 wickets (with 34 balls remaining),County Ground,Southampton
1999-05-24,https://www.cricbuzz.com/cricket-scores/5626/vs-17th-match-icc-world-cup-1999,"SCOTLAND vs BANGLADESH, 17th Match",Bangladesh won by 22 runs,Grange Cricket Club,Edinburgh
1999-05-25,https://www.cricbuzz.com/cricket-scores/5628/vs-19th-match-icc-world-cup-1999,"ENGLAND vs ZIMBABWE, 19th Match",England won by 7 wickets (with 69 balls remaining),Trent Bridge,Nottingham
1999-05-26,https://www.cricbuzz.com/cricket-scores/5629/vs-20th-match-icc-world-cup-1999,"KENYA vs SOUTH AFRICA, 20th Match",South Africa won by 7 wickets (with 54 balls remaining),VRA Cricket Ground,Amstelveen
1999-05-26,https://www.cricbuzz.com/cricket-scores/5630/vs-21st-match-icc-world-cup-1999,"INDIA vs SRI LANKA, 21st Match",India won by 157 runs,The Cooper Associates County Ground,Taunton
1999-05-27,https://www.cricbuzz.com/cricket-scores/5632/vs-23rd-match-icc-world-cup-1999,"SCOTLAND vs WINDIES, 23rd Match",West Indies won by 8 wickets (with 239 balls remaining),Grace Road,Leicester
1999-05-27,https://www.cricbuzz.com/cricket-scores/5631/vs-22nd-match-icc-world-cup-1999,"AUSTRALIA vs BANGLADESH, 22nd Match",Australia won by 7 wickets (with 181 balls remaining),Riverside Ground,Chester-le-Street
1999-05-28,https://www.cricbuzz.com/cricket-scores/5633/vs-24th-match-icc-world-cup-1999,"NEW ZEALAND vs PAKISTAN, 24th Match",Pakistan won by 62 runs,County Ground,Derby
1999-05-29,https://www.cricbuzz.com/cricket-scores/5634/vs-25th-match-icc-world-cup-1999,"ENGLAND vs INDIA, 25th Match",India won by 63 runs,Edgbaston,Birmingham
1999-05-29,https://www.cricbuzz.com/cricket-scores/5635/vs-26th-match-icc-world-cup-1999,"SOUTH AFRICA vs ZIMBABWE, 26th Match",Zimbabwe won by 48 runs,County Ground,Chelmsford
1999-05-30,https://www.cricbuzz.com/cricket-scores/5637/vs-28th-match-icc-world-cup-1999,"AUSTRALIA vs WINDIES, 28th Match",Australia won by 6 wickets (with 56 balls remaining),Old Trafford,Manchester
1999-05-30,https://www.cricbuzz.com/cricket-scores/5636/vs-27th-match-icc-world-cup-1999,"KENYA vs SRI LANKA, 27th Match",Sri Lanka won by 45 runs,County Ground,Southampton
1999-05-31,https://www.cricbuzz.com/cricket-scores/5638/vs-29th-match-icc-world-cup-1999,"BANGLADESH vs PAKISTAN, 29th Match",Bangladesh won by 62 runs,County Ground,Northampton
1999-05-31,https://www.cricbuzz.com/cricket-scores/5639/vs-30th-match-icc-world-cup-1999,"SCOTLAND vs NEW ZEALAND, 30th Match",New Zealand won by 6 wickets (with 193 balls remaining),Grange Cricket Club,Edinburgh
1999-06-04,https://www.cricbuzz.com/cricket-scores/5640/vs-1st-super-icc-world-cup-1999,"AUSTRALIA vs INDIA, 1st Super",Australia won by 77 runs,Kennington Oval,London
1999-06-05,https://www.cricbuzz.com/cricket-scores/5641/vs-2nd-super-icc-world-cup-1999,"PAKISTAN vs SOUTH AFRICA, 2nd Super",South Africa won by 3 wickets (with 6 balls remaining),Trent Bridge,Nottingham
1999-06-06,https://www.cricbuzz.com/cricket-scores/5642/vs-3rd-super-icc-world-cup-1999,"NEW ZEALAND vs ZIMBABWE, 3rd Super",No result,Headingley,Leeds
1999-06-08,https://www.cricbuzz.com/cricket-scores/5643/vs-4th-super-icc-world-cup-1999,"INDIA vs PAKISTAN, 4th Super",India won by 47 runs,Old Trafford,Manchester
1999-06-09,https://www.cricbuzz.com/cricket-scores/5644/vs-5th-super-icc-world-cup-1999,"AUSTRALIA vs ZIMBABWE, 5th Super",Australia won by 44 runs,Lord's,London
1999-06-10,https://www.cricbuzz.com/cricket-scores/5645/vs-6th-super-icc-world-cup-1999,"NEW ZEALAND vs SOUTH AFRICA, 6th Super",South Africa won by 74 runs,Edgbaston,Birmingham
1999-06-11,https://www.cricbuzz.com/cricket-scores/5646/vs-7th-super-icc-world-cup-1999,"PAKISTAN vs ZIMBABWE, 7th Super",Pakistan won by 148 runs,Kennington Oval,London
1999-06-12,https://www.cricbuzz.com/cricket-scores/5647/vs-8th-super-icc-world-cup-1999,"INDIA vs NEW ZEALAND, 8th Super",New Zealand won by 5 wickets (with 10 balls remaining),Trent Bridge,Nottingham
1999-06-13,https://www.cricbuzz.com/cricket-scores/5648/vs-9th-super-icc-world-cup-1999,"AUSTRALIA vs SOUTH AFRICA, 9th Super",Australia won by 5 wickets (with 2 balls remaining),Headingley,Leeds
1999-06-16,https://www.cricbuzz.com/cricket-scores/5649/vs-1st-sf-icc-world-cup-1999,"NEW ZEALAND vs PAKISTAN, 1st SF",Pakistan won by 9 wickets (with 15 balls remaining),Old Trafford,Manchester
1999-06-17,https://www.cricbuzz.com/cricket-scores/5650/vs-2nd-sf-icc-world-cup-1999,"AUSTRALIA vs SOUTH AFRICA, 2nd SF",Match tied,Edgbaston,Birmingham
1999-06-20,https://www.cricbuzz.com/cricket-scores/5651/vs-final-icc-world-cup-1999,"AUSTRALIA vs PAKISTAN, Final",Australia won by 8 wickets (with 179 balls remaining),Lord's,London
1999-04-11,https://www.cricbuzz.com/cricket-scores/6215/vs-1st-odi-australia-in-west-indies-odi-series-1999,"WINDIES vs AUSTRALIA, 1st ODI",West Indies won by 44 runs,Arnos Vale Ground,Kingstown
1999-04-11,https://www.cricbuzz.com/cricket-scores/6215/vs-1st-odi-australia-in-west-indies-odi-series-1999,"WINDIES vs AUSTRALIA, 1st ODI",West Indies won by 44 runs,Arnos Vale Ground,Kingstown
1999-04-14,https://www.cricbuzz.com/cricket-scores/6216/vs-2nd-odi-australia-in-west-indies-odi-series-1999,"WINDIES vs AUSTRALIA, 2nd ODI",Australia won by 46 runs,National Cricket Stadium,St George's
1999-04-17,https://www.cricbuzz.com/cricket-scores/6217/vs-3rd-odi-australia-in-west-indies-odi-series-1999,"WINDIES vs AUSTRALIA, 3rd ODI",West Indies won by 5 wickets (with 6 balls remaining),Queen's Park Oval,Port of Spain
1999-04-18,https://www.cricbuzz.com/cricket-scores/6218/vs-4th-odi-australia-in-west-indies-odi-series-1999,"WINDIES vs AUSTRALIA, 4th ODI",Australia won by 20 runs,Queen's Park Oval,Port of Spain
1999-04-21,https://www.cricbuzz.com/cricket-scores/6219/vs-5th-odi-australia-in-west-indies-odi-series-1999,"WINDIES vs AUSTRALIA, 5th ODI",Match tied,Bourda,Georgetown
